,hisp,pop,n_competitors,ratings,reviews,spread_rating,metrics
0,0.496,78958,23.0,3.91304347826,27.3043478261,0.00225436307911,0.00135316370968
1,0.251,7918,1.0,4.0,34.0,0.0,0.0171760545592
2,0.301,80048,11.0,3.04545454545,113.454545455,0.00286078352988,0.00431641841341
3,0.151,805235,36.0,3.97222222222,394.138888889,0.00216148080995,0.0019442861439
4,0.393,80530,6.0,3.5,25.5,0.000533962498448,0.00110828262759
5,0.062,8067,1.0,4.0,44.0,0.0,0.0218172802777
6,0.209,80968,11.0,3.54545454545,123.0,0.00268007113922,0.00538596617294
7,0.889,8187,8.0,4.0625,12.125,0.00537437400757,0.00601658879932
8,0.337,8234,6.0,3.75,93.0,0.0369200874423,0.042354870051
9,0.064,8270,3.0,3.0,102.333333333,0.0,0.0371221281741
10,0.369,82922,11.0,3.45454545455,64.4545454545,0.00162803598563,0.00268518797213
11,0.344,83089,3.0,3.16666666667,84.3333333333,0.00156458737017,0.00321409037966
12,0.165,83301,6.0,3.75,37.5,0.0016566427774,0.00168815500414
13,0.366,83781,18.0,3.47222222222,41.6666666667,0.00190974087204,0.00172683455588
14,0.488,8392,4.0,4.0,5.5,0.00142993326978,0.00262154432793
15,0.529,84293,40.0,3.825,86.75,0.00960933885376,0.00393649235405
16,0.529,84293,1.0,2.0,20.0,0.0,0.000474535252038
17,0.423,8456,6.0,4.16666666667,9.5,0.00195127719962,0.00468109429202
18,0.274,84950,30.0,3.58333333333,49.8333333333,0.00374337845792,0.00210205349552
19,0.274,84950,2.0,3.25,12.0,2.35432607416e-05,0.000459093584461
20,0.072,85186,15.0,3.83333333333,170.466666667,0.00599863827389,0.00767092662592
21,0.072,85186,4.0,3.875,164.25,0.00305801422769,0.00747151820722
22,0.657,85331,26.0,3.73076923077,79.8846153846,0.00449426351502,0.00349264704608
23,0.328,8618,1.0,3.5,57.0,0.0,0.0231492225574
24,0.154,86187,17.0,3.88235294118,60.6470588235,0.00215809808904,0.00273188865139
25,0.38,88410,28.0,4.125,249.321428571,0.0176620291822,0.0116327439527
26,0.236,89701,13.0,3.11538461538,32.3076923077,0.00168337030802,0.00112207096436
27,0.131,89736,32.0,3.546875,271.125,0.0106088972096,0.0107163956982
28,0.087,89861,6.0,3.41666666667,34.3333333333,0.000539722460244,0.0013054111968
29,0.489,90173,11.0,4.09090909091,9.54545454545,0.000354873410001,0.000433051875582
30,0.927,9078,4.0,4.625,1.75,0.000330469266358,0.000891578541529
31,0.386,91714,17.0,3.29411764706,18.1176470588,0.000534269577164,0.000650736647618
32,0.229,92428,18.0,3.63888888889,72.6111111111,0.0017851733241,0.00285869828874
33,0.083,9253,1.0,3.0,59.0,0.0,0.0191289311575
34,0.083,9253,1.0,3.5,67.0,0.0,0.0253431319572
35,0.359,9327,5.0,4.0,6.4,0.00075050927415,0.00274471963118
36,0.17,93305,11.0,3.13636363636,41.8181818182,0.00139328010289,0.00140568056153
37,0.17,93305,2.0,4.25,138.0,0.000653769894432,0.00628583677188
38,0.582,243916,16.0,3.53125,23.9375,0.000211138260713,0.00034655084896
39,0.948,94396,29.0,3.6724137931,26.2068965517,0.00101699224543,0.00101956193452
40,0.948,94396,4.0,3.375,21.25,0.000127124030679,0.000759764714607
41,0.332,945942,25.0,3.88,337.44,0.00297058382015,0.0013840882422
42,0.256,95631,11.0,3.13636363636,36.0,0.000742437075844,0.00118067458156
43,0.256,95631,1.0,5.0,1.0,0.0,5.22843011157e-05
44,0.65,96455,27.0,3.5,11.2592592593,0.000342128453683,0.00040855743515
45,0.65,96455,1.0,4.0,1.0,0.0,4.14701155979e-05
46,0.266,97207,21.0,3.5,218.333333333,0.0119127223348,0.00786123084414
47,0.676,99171,27.0,3.48148148148,12.2962962963,0.00041342731242,0.000431671838001
48,0.197,9918,6.0,3.25,76.0,0.005444646098,0.0249042145594
49,0.197,9918,4.0,3.625,90.5,0.000100826779593,0.0330774853801
50,0.197,9918,1.0,3.5,140.0,0.0,0.0494051220004
51,0.108,9932,6.0,3.0,18.3333333333,0.00281917035844,0.00553765606122
52,0.282,99478,23.0,3.76086956522,63.9130434783,0.0021110195219,0.00241629928263
53,0.704,99553,20.0,3.875,30.45,0.00107480437556,0.0011852355027
54,0.066,7727,8.0,2.875,39.875,0.00491782062896,0.0148363692248
55,0.028,8098,2.0,4.0,5.0,0.0,0.0024697456162
56,0.023,8142,3.0,3.33333333333,4.0,0.00110537951363,0.00163759927946
57,0.026,8191,2.0,5.0,2.0,0.0,0.0012208521548
58,0.014,8211,2.0,1.0,6.0,0.0,0.000730727073438
59,0.023,8216,2.0,3.0,7.0,0.000486854917235,0.00255598831548
60,0.074,9611,7.0,3.07142857143,22.4285714286,0.00301737592342,0.00716759495391
61,0.09,12332,4.0,2.75,37.5,0.00133798248459,0.00836239052871
62,0.067,14068,1.0,4.0,9.0,0.0,0.002558999147
63,0.046,14440,3.0,2.5,25.3333333333,0.0042243767313,0.00438596491228
64,0.12,15687,9.0,3.11111111111,75.0,0.00662969337668,0.0148743120631
65,0.17,16379,5.0,3.2,7.6,0.00170950607485,0.00148482813359
66,0.023,16408,2.0,3.5,15.5,0.000335202340322,0.00330631399317
67,0.012,17835,2.0,3.75,2.5,2.80347631063e-05,0.000525651808242
68,0.064,21006,4.0,4.5,7.0,0.000428449014567,0.00149957155099
69,0.022,21041,1.0,3.5,7.0,0.0,0.00116439332731
70,0.158,22565,3.0,2.83333333333,17.0,0.0011965433193,0.00213457419307
71,0.336,23292,9.0,3.44444444444,45.5555555556,0.00420745320282,0.0067368014875
72,0.022,23746,2.0,3.75,46.0,0.00151604480755,0.00726438136949
73,0.107,24286,2.0,4.0,125.0,0.0,0.0205879930824
74,0.154,26203,7.0,3.64285714286,9.42857142857,0.00206083272908,0.00131080176985
75,0.314,37821,8.0,3.4375,32.375,0.00162608074879,0.00294252035906
76,0.174,42616,6.0,3.75,71.6666666667,0.00154871409799,0.00630631687629
77,0.035,42620,6.0,3.33333333333,69.1666666667,0.0028038479587,0.00540956254236
78,0.051,43475,7.0,3.78571428571,49.1428571429,0.00138010350776,0.00427925971999
79,0.157,48914,2.0,4.25,18.5,0.000194218424173,0.00160741301059
80,0.03,75568,1.0,3.5,14.0,0.0,0.000648422612746
81,0.029,84585,1.0,4.0,35.0,0.0,0.0016551398002
82,0.031,95535,4.0,4.125,28.25,0.000450096823154,0.00121977547496
83,0.031,95535,5.0,2.5,29.6,6.28042078819e-05,0.000774585230544
84,0.055,97032,4.0,3.25,24.0,0.000886305548685,0.0008038585209
85,0.161,139966,5.0,3.2,90.2,0.000485832273552,0.00206221510938
86,0.075,180719,8.0,3.25,30.375,0.000448209651448,0.000546255512702
87,0.063,204214,10.0,3.2,62.6,0.00036236497008,0.000980931767655
88,0.07,4883,1.0,3.5,11.0,0.0,0.00788449723531
89,0.042,5252,3.0,3.16666666667,2.66666666667,0.000952018278751,0.001607853093
90,0.037,5837,2.0,1.5,3.0,0.0,0.000770943978071
91,0.024,6170,2.0,1.5,7.0,0.0,0.0017017828201
92,0.5,6956,22.0,3.56818181818,27.4545454545,0.00991949396205,0.0140832101664
93,0.5,6956,2.0,2.5,8.0,0.0,0.00287521564117
94,0.5,6956,7.0,3.57142857143,27.8571428571,0.00445658424382,0.0143027308681
95,0.059,7102,3.0,3.33333333333,63.0,0.0121092649958,0.0295691354548
96,0.314,8080,4.0,3.5,5.5,0.000556930693069,0.00238242574257
97,0.032,8753,3.0,4.0,39.6666666667,0.0,0.0181271183213
98,0.022,9002,2.0,4.0,12.0,0.000777604976672,0.00533214841146
99,0.269,9148,7.0,2.85714285714,8.42857142857,0.00163970266725,0.00263244781953
100,0.047,9288,7.0,2.85714285714,11.8571428571,0.000538329026701,0.00364745381357
101,0.043,10120,3.0,3.66666666667,35.6666666667,0.00375494071146,0.012922705314
102,0.264,12135,2.0,2.5,3.0,0.0,0.00061804697157
103,0.264,12135,1.0,3.0,26.0,0.0,0.00642768850433
104,0.049,12326,1.0,4.0,24.0,0.0,0.00778841473308
105,0.059,15443,2.0,2.0,1.0,0.0,0.000129508515185
106,0.098,15945,5.0,4.5,26.6,0.00326121041079,0.00750705550329
107,0.145,16715,2.0,4.0,6.0,0.0,0.00143583607538
108,0.145,16715,1.0,5.0,1.0,0.0,0.000299132515704
109,0.012,20859,3.0,3.33333333333,11.0,0.000862936861786,0.00175783434808
110,0.496,78958,23.0,3.91304347826,27.3043478261,0.00225436307911,0.00135316370968
111,0.251,7918,1.0,4.0,34.0,0.0,0.0171760545592
112,0.301,80048,11.0,3.04545454545,113.454545455,0.00286078352988,0.00431641841341
113,0.151,805235,36.0,3.97222222222,394.138888889,0.00216148080995,0.0019442861439
114,0.393,80530,6.0,3.5,25.5,0.000533962498448,0.00110828262759
115,0.062,8067,1.0,4.0,44.0,0.0,0.0218172802777
116,0.209,80968,11.0,3.54545454545,123.0,0.00268007113922,0.00538596617294
117,0.889,8187,8.0,4.0625,12.125,0.00537437400757,0.00601658879932
118,0.337,8234,6.0,3.75,93.0,0.0369200874423,0.042354870051
119,0.064,8270,3.0,3.0,102.333333333,0.0,0.0371221281741
120,0.369,82922,11.0,3.45454545455,64.4545454545,0.00162803598563,0.00268518797213
121,0.344,83089,3.0,3.16666666667,84.3333333333,0.00156458737017,0.00321409037966
122,0.165,83301,6.0,3.75,37.5,0.0016566427774,0.00168815500414
123,0.366,83781,18.0,3.47222222222,41.6666666667,0.00190974087204,0.00172683455588
124,0.488,8392,4.0,4.0,5.5,0.00142993326978,0.00262154432793
125,0.529,84293,40.0,3.825,86.75,0.00960933885376,0.00393649235405
126,0.529,84293,1.0,2.0,20.0,0.0,0.000474535252038
127,0.423,8456,6.0,4.16666666667,9.5,0.00195127719962,0.00468109429202
128,0.274,84950,30.0,3.58333333333,49.8333333333,0.00374337845792,0.00210205349552
129,0.274,84950,2.0,3.25,12.0,2.35432607416e-05,0.000459093584461
130,0.072,85186,15.0,3.83333333333,170.466666667,0.00599863827389,0.00767092662592
131,0.072,85186,4.0,3.875,164.25,0.00305801422769,0.00747151820722
132,0.657,85331,26.0,3.73076923077,79.8846153846,0.00449426351502,0.00349264704608
133,0.328,8618,1.0,3.5,57.0,0.0,0.0231492225574
134,0.154,86187,17.0,3.88235294118,60.6470588235,0.00215809808904,0.00273188865139
135,0.38,88410,28.0,4.125,249.321428571,0.0176620291822,0.0116327439527
136,0.236,89701,13.0,3.11538461538,32.3076923077,0.00168337030802,0.00112207096436
137,0.131,89736,32.0,3.546875,271.125,0.0106088972096,0.0107163956982
138,0.087,89861,6.0,3.41666666667,34.3333333333,0.000539722460244,0.0013054111968
139,0.489,90173,11.0,4.09090909091,9.54545454545,0.000354873410001,0.000433051875582
140,0.927,9078,4.0,4.625,1.75,0.000330469266358,0.000891578541529
141,0.386,91714,17.0,3.29411764706,18.1176470588,0.000534269577164,0.000650736647618
142,0.229,92428,18.0,3.63888888889,72.6111111111,0.0017851733241,0.00285869828874
143,0.083,9253,1.0,3.0,59.0,0.0,0.0191289311575
144,0.083,9253,1.0,3.5,67.0,0.0,0.0253431319572
145,0.359,9327,5.0,4.0,6.4,0.00075050927415,0.00274471963118
146,0.17,93305,11.0,3.13636363636,41.8181818182,0.00139328010289,0.00140568056153
147,0.17,93305,2.0,4.25,138.0,0.000653769894432,0.00628583677188
148,0.582,243916,16.0,3.53125,23.9375,0.000211138260713,0.00034655084896
149,0.948,94396,29.0,3.6724137931,26.2068965517,0.00101699224543,0.00101956193452
150,0.948,94396,4.0,3.375,21.25,0.000127124030679,0.000759764714607
151,0.332,945942,25.0,3.88,337.44,0.00297058382015,0.0013840882422
152,0.256,95631,11.0,3.13636363636,36.0,0.000742437075844,0.00118067458156
153,0.256,95631,1.0,5.0,1.0,0.0,5.22843011157e-05
154,0.65,96455,27.0,3.5,11.2592592593,0.000342128453683,0.00040855743515
155,0.65,96455,1.0,4.0,1.0,0.0,4.14701155979e-05
156,0.266,97207,21.0,3.5,218.333333333,0.0119127223348,0.00786123084414
157,0.676,99171,27.0,3.48148148148,12.2962962963,0.00041342731242,0.000431671838001
158,0.197,9918,6.0,3.25,76.0,0.005444646098,0.0249042145594
159,0.197,9918,4.0,3.625,90.5,0.000100826779593,0.0330774853801
160,0.197,9918,1.0,3.5,140.0,0.0,0.0494051220004
161,0.108,9932,6.0,3.0,18.3333333333,0.00281917035844,0.00553765606122
162,0.282,99478,23.0,3.76086956522,63.9130434783,0.0021110195219,0.00241629928263
163,0.704,99553,20.0,3.875,30.45,0.00107480437556,0.0011852355027
164,0.066,7727,8.0,2.875,39.875,0.00491782062896,0.0148363692248
165,0.028,8098,2.0,4.0,5.0,0.0,0.0024697456162
166,0.023,8142,3.0,3.33333333333,4.0,0.00110537951363,0.00163759927946
167,0.026,8191,2.0,5.0,2.0,0.0,0.0012208521548
168,0.014,8211,2.0,1.0,6.0,0.0,0.000730727073438
169,0.023,8216,2.0,3.0,7.0,0.000486854917235,0.00255598831548
170,0.074,9611,7.0,3.07142857143,22.4285714286,0.00301737592342,0.00716759495391
171,0.09,12332,4.0,2.75,37.5,0.00133798248459,0.00836239052871
172,0.067,14068,1.0,4.0,9.0,0.0,0.002558999147
173,0.046,14440,3.0,2.5,25.3333333333,0.0042243767313,0.00438596491228
174,0.12,15687,9.0,3.11111111111,75.0,0.00662969337668,0.0148743120631
175,0.17,16379,5.0,3.2,7.6,0.00170950607485,0.00148482813359
176,0.023,16408,2.0,3.5,15.5,0.000335202340322,0.00330631399317
177,0.012,17835,2.0,3.75,2.5,2.80347631063e-05,0.000525651808242
178,0.064,21006,4.0,4.5,7.0,0.000428449014567,0.00149957155099
179,0.022,21041,1.0,3.5,7.0,0.0,0.00116439332731
180,0.158,22565,3.0,2.83333333333,17.0,0.0011965433193,0.00213457419307
181,0.336,23292,9.0,3.44444444444,45.5555555556,0.00420745320282,0.0067368014875
182,0.022,23746,2.0,3.75,46.0,0.00151604480755,0.00726438136949
183,0.107,24286,2.0,4.0,125.0,0.0,0.0205879930824
184,0.154,26203,7.0,3.64285714286,9.42857142857,0.00206083272908,0.00131080176985
185,0.314,37821,8.0,3.4375,32.375,0.00162608074879,0.00294252035906
186,0.174,42616,6.0,3.75,71.6666666667,0.00154871409799,0.00630631687629
187,0.035,42620,6.0,3.33333333333,69.1666666667,0.0028038479587,0.00540956254236
188,0.051,43475,7.0,3.78571428571,49.1428571429,0.00138010350776,0.00427925971999
189,0.157,48914,2.0,4.25,18.5,0.000194218424173,0.00160741301059
190,0.03,75568,1.0,3.5,14.0,0.0,0.000648422612746
191,0.029,84585,1.0,4.0,35.0,0.0,0.0016551398002
192,0.031,95535,4.0,4.125,28.25,0.000450096823154,0.00121977547496
193,0.031,95535,5.0,2.5,29.6,6.28042078819e-05,0.000774585230544
194,0.055,97032,4.0,3.25,24.0,0.000886305548685,0.0008038585209
195,0.161,139966,5.0,3.2,90.2,0.000485832273552,0.00206221510938
196,0.075,180719,8.0,3.25,30.375,0.000448209651448,0.000546255512702
197,0.063,204214,10.0,3.2,62.6,0.00036236497008,0.000980931767655
198,0.07,4883,1.0,3.5,11.0,0.0,0.00788449723531
199,0.042,5252,3.0,3.16666666667,2.66666666667,0.000952018278751,0.001607853093
200,0.037,5837,2.0,1.5,3.0,0.0,0.000770943978071
201,0.024,6170,2.0,1.5,7.0,0.0,0.0017017828201
202,0.5,6956,22.0,3.56818181818,27.4545454545,0.00991949396205,0.0140832101664
203,0.5,6956,2.0,2.5,8.0,0.0,0.00287521564117
204,0.5,6956,7.0,3.57142857143,27.8571428571,0.00445658424382,0.0143027308681
205,0.059,7102,3.0,3.33333333333,63.0,0.0121092649958,0.0295691354548
206,0.314,8080,4.0,3.5,5.5,0.000556930693069,0.00238242574257
207,0.032,8753,3.0,4.0,39.6666666667,0.0,0.0181271183213
208,0.022,9002,2.0,4.0,12.0,0.000777604976672,0.00533214841146
209,0.269,9148,7.0,2.85714285714,8.42857142857,0.00163970266725,0.00263244781953
210,0.047,9288,7.0,2.85714285714,11.8571428571,0.000538329026701,0.00364745381357
211,0.043,10120,3.0,3.66666666667,35.6666666667,0.00375494071146,0.012922705314
212,0.264,12135,2.0,2.5,3.0,0.0,0.00061804697157
213,0.264,12135,1.0,3.0,26.0,0.0,0.00642768850433
214,0.049,12326,1.0,4.0,24.0,0.0,0.00778841473308
215,0.059,15443,2.0,2.0,1.0,0.0,0.000129508515185
216,0.098,15945,5.0,4.5,26.6,0.00326121041079,0.00750705550329
217,0.145,16715,2.0,4.0,6.0,0.0,0.00143583607538
218,0.145,16715,1.0,5.0,1.0,0.0,0.000299132515704
219,0.012,20859,3.0,3.33333333333,11.0,0.000862936861786,0.00175783434808
220,0.496,78958,23.0,3.91304347826,27.3043478261,0.00225436307911,0.00135316370968
221,0.251,7918,1.0,4.0,34.0,0.0,0.0171760545592
222,0.301,80048,11.0,3.04545454545,113.454545455,0.00286078352988,0.00431641841341
223,0.151,805235,36.0,3.97222222222,394.138888889,0.00216148080995,0.0019442861439
224,0.393,80530,6.0,3.5,25.5,0.000533962498448,0.00110828262759
225,0.062,8067,1.0,4.0,44.0,0.0,0.0218172802777
226,0.209,80968,11.0,3.54545454545,123.0,0.00268007113922,0.00538596617294
227,0.889,8187,8.0,4.0625,12.125,0.00537437400757,0.00601658879932
228,0.337,8234,6.0,3.75,93.0,0.0369200874423,0.042354870051
229,0.064,8270,3.0,3.0,102.333333333,0.0,0.0371221281741
230,0.369,82922,11.0,3.45454545455,64.4545454545,0.00162803598563,0.00268518797213
231,0.344,83089,3.0,3.16666666667,84.3333333333,0.00156458737017,0.00321409037966
232,0.165,83301,6.0,3.75,37.5,0.0016566427774,0.00168815500414
233,0.366,83781,18.0,3.47222222222,41.6666666667,0.00190974087204,0.00172683455588
234,0.488,8392,4.0,4.0,5.5,0.00142993326978,0.00262154432793
235,0.529,84293,40.0,3.825,86.75,0.00960933885376,0.00393649235405
236,0.529,84293,1.0,2.0,20.0,0.0,0.000474535252038
237,0.423,8456,6.0,4.16666666667,9.5,0.00195127719962,0.00468109429202
238,0.274,84950,30.0,3.58333333333,49.8333333333,0.00374337845792,0.00210205349552
239,0.274,84950,2.0,3.25,12.0,2.35432607416e-05,0.000459093584461
240,0.072,85186,15.0,3.83333333333,170.466666667,0.00599863827389,0.00767092662592
241,0.072,85186,4.0,3.875,164.25,0.00305801422769,0.00747151820722
242,0.657,85331,26.0,3.73076923077,79.8846153846,0.00449426351502,0.00349264704608
243,0.328,8618,1.0,3.5,57.0,0.0,0.0231492225574
244,0.154,86187,17.0,3.88235294118,60.6470588235,0.00215809808904,0.00273188865139
245,0.38,88410,28.0,4.125,249.321428571,0.0176620291822,0.0116327439527
246,0.236,89701,13.0,3.11538461538,32.3076923077,0.00168337030802,0.00112207096436
247,0.131,89736,32.0,3.546875,271.125,0.0106088972096,0.0107163956982
248,0.087,89861,6.0,3.41666666667,34.3333333333,0.000539722460244,0.0013054111968
249,0.489,90173,11.0,4.09090909091,9.54545454545,0.000354873410001,0.000433051875582
250,0.927,9078,4.0,4.625,1.75,0.000330469266358,0.000891578541529
251,0.386,91714,17.0,3.29411764706,18.1176470588,0.000534269577164,0.000650736647618
252,0.229,92428,18.0,3.63888888889,72.6111111111,0.0017851733241,0.00285869828874
253,0.083,9253,1.0,3.0,59.0,0.0,0.0191289311575
254,0.083,9253,1.0,3.5,67.0,0.0,0.0253431319572
255,0.359,9327,5.0,4.0,6.4,0.00075050927415,0.00274471963118
256,0.17,93305,11.0,3.13636363636,41.8181818182,0.00139328010289,0.00140568056153
257,0.17,93305,2.0,4.25,138.0,0.000653769894432,0.00628583677188
258,0.582,243916,16.0,3.53125,23.9375,0.000211138260713,0.00034655084896
259,0.948,94396,29.0,3.6724137931,26.2068965517,0.00101699224543,0.00101956193452
260,0.948,94396,4.0,3.375,21.25,0.000127124030679,0.000759764714607
261,0.332,945942,25.0,3.88,337.44,0.00297058382015,0.0013840882422
262,0.256,95631,11.0,3.13636363636,36.0,0.000742437075844,0.00118067458156
263,0.256,95631,1.0,5.0,1.0,0.0,5.22843011157e-05
264,0.65,96455,27.0,3.5,11.2592592593,0.000342128453683,0.00040855743515
265,0.65,96455,1.0,4.0,1.0,0.0,4.14701155979e-05
266,0.266,97207,21.0,3.5,218.333333333,0.0119127223348,0.00786123084414
267,0.676,99171,27.0,3.48148148148,12.2962962963,0.00041342731242,0.000431671838001
268,0.197,9918,6.0,3.25,76.0,0.005444646098,0.0249042145594
269,0.197,9918,4.0,3.625,90.5,0.000100826779593,0.0330774853801
270,0.197,9918,1.0,3.5,140.0,0.0,0.0494051220004
271,0.108,9932,6.0,3.0,18.3333333333,0.00281917035844,0.00553765606122
272,0.282,99478,23.0,3.76086956522,63.9130434783,0.0021110195219,0.00241629928263
273,0.704,99553,20.0,3.875,30.45,0.00107480437556,0.0011852355027
274,0.066,7727,8.0,2.875,39.875,0.00491782062896,0.0148363692248
275,0.028,8098,2.0,4.0,5.0,0.0,0.0024697456162
276,0.023,8142,3.0,3.33333333333,4.0,0.00110537951363,0.00163759927946
277,0.026,8191,2.0,5.0,2.0,0.0,0.0012208521548
278,0.014,8211,2.0,1.0,6.0,0.0,0.000730727073438
279,0.023,8216,2.0,3.0,7.0,0.000486854917235,0.00255598831548
280,0.074,9611,7.0,3.07142857143,22.4285714286,0.00301737592342,0.00716759495391
281,0.09,12332,4.0,2.75,37.5,0.00133798248459,0.00836239052871
282,0.067,14068,1.0,4.0,9.0,0.0,0.002558999147
283,0.046,14440,3.0,2.5,25.3333333333,0.0042243767313,0.00438596491228
284,0.12,15687,9.0,3.11111111111,75.0,0.00662969337668,0.0148743120631
285,0.17,16379,5.0,3.2,7.6,0.00170950607485,0.00148482813359
286,0.023,16408,2.0,3.5,15.5,0.000335202340322,0.00330631399317
287,0.012,17835,2.0,3.75,2.5,2.80347631063e-05,0.000525651808242
288,0.064,21006,4.0,4.5,7.0,0.000428449014567,0.00149957155099
289,0.022,21041,1.0,3.5,7.0,0.0,0.00116439332731
290,0.158,22565,3.0,2.83333333333,17.0,0.0011965433193,0.00213457419307
291,0.336,23292,9.0,3.44444444444,45.5555555556,0.00420745320282,0.0067368014875
292,0.022,23746,2.0,3.75,46.0,0.00151604480755,0.00726438136949
293,0.107,24286,2.0,4.0,125.0,0.0,0.0205879930824
294,0.154,26203,7.0,3.64285714286,9.42857142857,0.00206083272908,0.00131080176985
295,0.314,37821,8.0,3.4375,32.375,0.00162608074879,0.00294252035906
296,0.174,42616,6.0,3.75,71.6666666667,0.00154871409799,0.00630631687629
297,0.035,42620,6.0,3.33333333333,69.1666666667,0.0028038479587,0.00540956254236
298,0.051,43475,7.0,3.78571428571,49.1428571429,0.00138010350776,0.00427925971999
299,0.157,48914,2.0,4.25,18.5,0.000194218424173,0.00160741301059
300,0.03,75568,1.0,3.5,14.0,0.0,0.000648422612746
301,0.029,84585,1.0,4.0,35.0,0.0,0.0016551398002
302,0.031,95535,4.0,4.125,28.25,0.000450096823154,0.00121977547496
303,0.031,95535,5.0,2.5,29.6,6.28042078819e-05,0.000774585230544
304,0.055,97032,4.0,3.25,24.0,0.000886305548685,0.0008038585209
305,0.161,139966,5.0,3.2,90.2,0.000485832273552,0.00206221510938
306,0.075,180719,8.0,3.25,30.375,0.000448209651448,0.000546255512702
307,0.063,204214,10.0,3.2,62.6,0.00036236497008,0.000980931767655
308,0.07,4883,1.0,3.5,11.0,0.0,0.00788449723531
309,0.042,5252,3.0,3.16666666667,2.66666666667,0.000952018278751,0.001607853093
310,0.037,5837,2.0,1.5,3.0,0.0,0.000770943978071
311,0.024,6170,2.0,1.5,7.0,0.0,0.0017017828201
312,0.5,6956,22.0,3.56818181818,27.4545454545,0.00991949396205,0.0140832101664
313,0.5,6956,2.0,2.5,8.0,0.0,0.00287521564117
314,0.5,6956,7.0,3.57142857143,27.8571428571,0.00445658424382,0.0143027308681
315,0.059,7102,3.0,3.33333333333,63.0,0.0121092649958,0.0295691354548
316,0.314,8080,4.0,3.5,5.5,0.000556930693069,0.00238242574257
317,0.032,8753,3.0,4.0,39.6666666667,0.0,0.0181271183213
318,0.022,9002,2.0,4.0,12.0,0.000777604976672,0.00533214841146
319,0.269,9148,7.0,2.85714285714,8.42857142857,0.00163970266725,0.00263244781953
320,0.047,9288,7.0,2.85714285714,11.8571428571,0.000538329026701,0.00364745381357
321,0.043,10120,3.0,3.66666666667,35.6666666667,0.00375494071146,0.012922705314
322,0.264,12135,2.0,2.5,3.0,0.0,0.00061804697157
323,0.264,12135,1.0,3.0,26.0,0.0,0.00642768850433
324,0.049,12326,1.0,4.0,24.0,0.0,0.00778841473308
325,0.059,15443,2.0,2.0,1.0,0.0,0.000129508515185
326,0.098,15945,5.0,4.5,26.6,0.00326121041079,0.00750705550329
327,0.145,16715,2.0,4.0,6.0,0.0,0.00143583607538
328,0.145,16715,1.0,5.0,1.0,0.0,0.000299132515704
329,0.012,20859,3.0,3.33333333333,11.0,0.000862936861786,0.00175783434808
